offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
UConn,Central Connecticut,Personal Foul,1,2.0,2.0
UL Monroe,St. Francis (PA),Holding,5,105.0,21.0
UL Monroe,St. Francis (PA),Face Mask,2,23.0,11.5
UL Monroe,St. Francis (PA),False Start,1,5.0,5.0
UL Monroe,St. Francis (PA),Pass Interference,1,0.0,0.0
UNLV,Idaho State,Holding,3,0.0,0.0
UNLV,Sam Houston,Pass Interference,2,0.0,0.0
UNLV,Idaho State,False Start,1,0.0,0.0
UNLV,Idaho State,Pass Interference,1,0.0,0.0
UNLV,Idaho State,Personal Foul,1,0.0,0.0
UNLV,Sam Houston,Holding,1,0.0,0.0
UNLV,Sam Houston,Illegal Formation,1,0.0,0.0
UNLV,Sam Houston,Other / Unclassified,1,0.0,0.0
USC,Missouri State,Other / Unclassified,2,0.0,0.0
USC,Missouri State,Delay of Game,1,5.0,5.0
USC,Missouri State,Holding,1,0.0,0.0
USC,Missouri State,Illegal Formation,1,5.0,5.0
USC,Missouri State,Offside,1,5.0,5.0
USC,Missouri State,Pass Interference,1,15.0,15.0
UT Martin,Oklahoma State,False Start,4,0.0,0.0
UT Martin,Oklahoma State,Personal Foul,2,0.0,0.0
UT Martin,Oklahoma State,Holding,1,0.0,0.0
UT Martin,Oklahoma State,Other / Unclassified,1,1.0,1.0
UT Rio Grande Valley,Sul Ross State,Holding,4,50.0,12.5
UT Rio Grande Valley,Sul Ross State,Other / Unclassified,4,0.0,0.0
UT Rio Grande Valley,Sul Ross State,Personal Foul,2,0.0,0.0
UT Rio Grande Valley,Sul Ross State,False Start,1,0.0,0.0
UT Rio Grande Valley,Sul Ross State,Roughing,1,50.0,50.0
UT Rio Grande Valley,Sul Ross State,Unsportsmanlike Conduct,1,0.0,0.0
UTEP,Utah State,Delay of Game,2,0.0,0.0
UTEP,Utah State,Other / Unclassified,2,5.0,2.5
UTEP,Utah State,Pass Interference,1,0.0,0.0
UTEP,Utah State,Personal Foul,1,0.0,0.0
UTEP,Utah State,Roughing,1,0.0,0.0
UTSA,Texas A&M,False Start,1,5.0,5.0
UTSA,Texas A&M,Holding,1,0.0,0.0
Upper Iowa University,Drake,False Start,2,10.0,5.0
Upper Iowa University,Drake,Delay of Game,1,5.0,5.0
Upper Iowa University,Drake,Face Mask,1,8.0,8.0
Upper Iowa University,Drake,Offside,1,0.0,0.0
Upper Iowa University,Drake,Other / Unclassified,1,39.0,39.0
Upper Iowa University,Drake,Pass Interference,1,15.0,15.0
Utah,UCLA,Other / Unclassified,2,0.0,0.0
Utah,UCLA,False Start,1,0.0,0.0
Utah,UCLA,Holding,1,0.0,0.0
Utah,UCLA,Pass Interference,1,0.0,0.0
Utah State,UTEP,Other / Unclassified,4,15.0,3.75
Utah State,UTEP,Holding,3,3.0,1.0
Utah State,UTEP,Delay of Game,1,5.0,5.0
Utah State,UTEP,False Start,1,0.0,0.0
Utah State,UTEP,Illegal Formation,1,5.0,5.0
Utah State,UTEP,Roughing,1,0.0,0.0
Utah Tech,UC Davis,False Start,1,0.0,0.0
Utah Tech,UC Davis,Holding,1,0.0,0.0
Utah Tech,UC Davis,Personal Foul,1,0.0,0.0
Utah Tech,UC Davis,Roughing,1,0.0,0.0
VMI,Navy,False Start,3,15.0,5.0
VMI,Navy,Delay of Game,1,5.0,5.0
Valparaiso,Virginia University Of Lynchburg,False Start,3,15.0,5.0
Valparaiso,Virginia University Of Lynchburg,Holding,2,20.0,10.0
Valparaiso,Virginia University Of Lynchburg,Offside,2,70.0,35.0
Valparaiso,Virginia University Of Lynchburg,Other / Unclassified,2,5.0,2.5
Valparaiso,Virginia University Of Lynchburg,Delay of Game,1,5.0,5.0
Valparaiso,Virginia University Of Lynchburg,Unsportsmanlike Conduct,1,0.0,0.0
Vanderbilt,Charleston Southern,Holding,4,72.0,18.0
Vanderbilt,Charleston Southern,Pass Interference,3,35.0,11.67
Vanderbilt,Charleston Southern,False Start,2,10.0,5.0
Vanderbilt,Charleston Southern,Delay of Game,1,5.0,5.0
Virginia,Coastal Carolina,False Start,3,15.0,5.0
Virginia,Coastal Carolina,Other / Unclassified,1,5.0,5.0
Virginia,Coastal Carolina,Roughing the Passer,1,50.0,50.0
Virginia Tech,South Carolina,Offside,3,10.0,3.33
Virginia Tech,South Carolina,Personal Foul,3,0.0,0.0
Virginia Tech,South Carolina,False Start,1,0.0,0.0
Virginia Tech,South Carolina,Illegal Formation,1,5.0,5.0
Virginia University Of Lynchburg,Valparaiso,Delay of Game,4,20.0,5.0
Virginia University Of Lynchburg,Valparaiso,Face Mask,2,4.0,2.0
Virginia University Of Lynchburg,Valparaiso,False Start,2,10.0,5.0
Virginia University Of Lynchburg,Valparaiso,Holding,2,3.0,1.5
Virginia University Of Lynchburg,Valparaiso,Other / Unclassified,1,41.0,41.0
Virginia University Of Lynchburg,Valparaiso,Unsportsmanlike Conduct,1,15.0,15.0
Wagner,Kansas,Delay of Game,4,20.0,5.0
Wagner,Kansas,Other / Unclassified,2,10.0,5.0
Wagner,Kansas,Holding,1,8.0,8.0
Wake Forest,Kennesaw State,Holding,3,25.0,8.33
Wake Forest,Kennesaw State,False Start,2,10.0,5.0
Wake Forest,Kennesaw State,Other / Unclassified,2,24.0,12.0
Wake Forest,Kennesaw State,Delay of Game,1,5.0,5.0
Wake Forest,Kennesaw State,Offside,1,5.0,5.0
Wake Forest,Kennesaw State,Unsportsmanlike Conduct,1,15.0,15.0
Washington,Colorado State,False Start,3,10.0,3.33
Washington,Colorado State,Offside,1,0.0,0.0
Washington,Colorado State,Other / Unclassified,1,0.0,0.0
Washington,Colorado State,Pass Interference,1,0.0,0.0
Washington State,Idaho,False Start,3,8.0,2.67
Washington State,Idaho,Delay of Game,1,5.0,5.0
Washington State,Idaho,Offside,1,5.0,5.0
Washington State,Idaho,Unsportsmanlike Conduct,1,0.0,0.0
Webber International,Stetson,Other / Unclassified,3,0.0,0.0
Webber International,Stetson,Face Mask,1,15.0,15.0
Webber International,Stetson,False Start,1,0.0,0.0
Webber International,Stetson,Holding,1,0.0,0.0
Webber International,Stetson,Illegal Formation,1,0.0,0.0
Webber International,Stetson,Roughing,1,0.0,0.0
Webber International,Stetson,Unsportsmanlike Conduct,1,0.0,0.0
Weber State,James Madison,Holding,2,0.0,0.0
Weber State,James Madison,False Start,1,5.0,5.0
Weber State,James Madison,Illegal Formation,1,0.0,0.0
Weber State,James Madison,Pass Interference,1,15.0,15.0
Weber State,James Madison,Roughing the Passer,1,15.0,15.0
West Georgia,Samford,False Start,2,10.0,5.0
West Georgia,Samford,Holding,2,18.0,9.0
West Georgia,Samford,Pass Interference,2,5.0,2.5
West Georgia,Samford,Delay of Game,1,5.0,5.0
West Georgia,Samford,Other / Unclassified,1,0.0,0.0
West Virginia,Robert Morris,False Start,4,20.0,5.0
West Virginia,Robert Morris,Holding,3,36.0,12.0
West Virginia,Robert Morris,Offside,1,5.0,5.0
West Virginia,Robert Morris,Other / Unclassified,1,9.0,9.0
Western Carolina,Gardner-Webb,False Start,2,0.0,0.0
Western Carolina,Gardner-Webb,Delay of Game,1,0.0,0.0
Western Carolina,Gardner-Webb,Other / Unclassified,1,0.0,0.0
Western Carolina,Gardner-Webb,Pass Interference,1,0.0,0.0
Western Carolina,Gardner-Webb,Personal Foul,1,0.0,0.0
Western Carolina,Gardner-Webb,Roughing,1,0.0,0.0
Western Illinois,Illinois,False Start,2,9.0,4.5
Western Illinois,Illinois,Illegal Formation,2,95.0,47.5
Western Illinois,Illinois,Pass Interference,2,0.0,0.0
Western Illinois,Illinois,Delay of Game,1,5.0,5.0
Western Illinois,Illinois,Other / Unclassified,1,3.0,3.0
Western Illinois,Illinois,Personal Foul,1,0.0,0.0
Western Kentucky,North Alabama,Holding,4,36.0,9.0
Western Kentucky,North Alabama,False Start,2,10.0,5.0
Western Kentucky,North Alabama,Unsportsmanlike Conduct,2,0.0,0.0
Western Kentucky,Sam Houston,Pass Interference,2,6.0,3.0
Western Kentucky,North Alabama,Offside,1,5.0,5.0
Western Kentucky,North Alabama,Other / Unclassified,1,5.0,5.0
Western Kentucky,North Alabama,Pass Interference,1,15.0,15.0
Western Kentucky,North Alabama,Roughing the Passer,1,0.0,0.0
Western Kentucky,Sam Houston,Face Mask,1,15.0,15.0
Western Kentucky,Sam Houston,Holding,1,0.0,0.0
Western Michigan,Michigan State,Holding,2,0.0,0.0
Western Michigan,Michigan State,Other / Unclassified,2,21.0,10.5
Western Michigan,Michigan State,Delay of Game,1,0.0,0.0
William & Mary,Furman,Holding,3,40.0,13.33
William & Mary,Furman,Pass Interference,3,30.0,10.0
William & Mary,Furman,Other / Unclassified,2,3.0,1.5
Wisconsin,Miami (OH),Delay of Game,1,5.0,5.0
Wisconsin,Miami (OH),False Start,1,5.0,5.0
Wisconsin,Miami (OH),Holding,1,1.0,1.0
Wisconsin,Miami (OH),Offside,1,0.0,0.0
Wisconsin,Miami (OH),Other / Unclassified,1,5.0,5.0
Wisconsin,Miami (OH),Pass Interference,1,15.0,15.0
Wofford,South Carolina State,False Start,2,0.0,0.0
Wofford,South Carolina State,Pass Interference,2,50.0,25.0
Wofford,South Carolina State,Personal Foul,2,0.0,0.0
Wofford,South Carolina State,Holding,1,0.0,0.0
Wyoming,Akron,False Start,4,0.0,0.0
Wyoming,Akron,Delay of Game,1,0.0,0.0
Wyoming,Akron,Face Mask,1,9.0,9.0
Wyoming,Akron,Other / Unclassified,1,5.0,5.0
Wyoming,Akron,Roughing,1,0.0,0.0
Youngstown State,Mercyhurst,False Start,2,10.0,5.0
Youngstown State,Mercyhurst,Holding,1,9.0,9.0
Youngstown State,Mercyhurst,Offside,1,5.0,5.0
Youngstown State,Mercyhurst,Other / Unclassified,1,12.0,12.0
Youngstown State,Mercyhurst,Pass Interference,1,5.0,5.0
