offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
North Dakota State,Youngstown State,False Start,1,5.0,5.0
North Dakota State,Youngstown State,Holding,1,5.0,5.0
North Dakota State,Youngstown State,Other / Unclassified,1,5.0,5.0
North Texas,Navy,Offside,4,88.0,22.0
North Texas,Army,False Start,3,15.0,5.0
North Texas,Army,Holding,3,15.0,5.0
North Texas,South Alabama,Holding,3,28.0,9.33
North Texas,UTSA,Holding,3,19.0,6.33
North Texas,Western Michigan,False Start,3,0.0,0.0
North Texas,Western Michigan,Holding,3,6.0,2.0
North Texas,Western Michigan,Unsportsmanlike Conduct,3,2.0,0.67
North Texas,Charlotte,False Start,2,10.0,5.0
North Texas,Charlotte,Holding,2,65.0,32.5
North Texas,Lamar,Other / Unclassified,2,5.0,2.5
North Texas,South Florida,False Start,2,10.0,5.0
North Texas,South Florida,Pass Interference,2,15.0,7.5
North Texas,UTSA,False Start,2,10.0,5.0
North Texas,Washington State,Holding,2,26.0,13.0
North Texas,Washington State,Other / Unclassified,2,18.0,9.0
North Texas,Washington State,Pass Interference,2,15.0,7.5
North Texas,Charlotte,Personal Foul,1,63.0,63.0
North Texas,Charlotte,Unsportsmanlike Conduct,1,32.0,32.0
North Texas,Lamar,Face Mask,1,15.0,15.0
North Texas,Lamar,False Start,1,5.0,5.0
North Texas,Lamar,Holding,1,10.0,10.0
North Texas,Lamar,Offside,1,0.0,0.0
North Texas,Lamar,Pass Interference,1,15.0,15.0
North Texas,Lamar,Personal Foul,1,0.0,0.0
North Texas,Navy,Holding,1,10.0,10.0
North Texas,South Alabama,Other / Unclassified,1,0.0,0.0
North Texas,South Alabama,Pass Interference,1,15.0,15.0
North Texas,South Florida,Holding,1,0.0,0.0
North Texas,UTSA,Delay of Game,1,5.0,5.0
North Texas,UTSA,Offside,1,0.0,0.0
North Texas,UTSA,Other / Unclassified,1,0.0,0.0
North Texas,UTSA,Pass Interference,1,7.0,7.0
North Texas,Western Michigan,Illegal Formation,1,5.0,5.0
North Texas,Western Michigan,Offside,1,0.0,0.0
North Texas,Western Michigan,Other / Unclassified,1,0.0,0.0
North Texas,Western Michigan,Pass Interference,1,14.0,14.0
Northeastern State,North Alabama,False Start,4,20.0,5.0
Northeastern State,North Alabama,Other / Unclassified,3,27.0,9.0
Northeastern State,North Alabama,Pass Interference,2,51.0,25.5
Northeastern State,North Alabama,Holding,1,0.0,0.0
Northeastern State,North Alabama,Personal Foul,1,0.0,0.0
Northern Arizona,Montana State,False Start,4,19.0,4.75
Northern Arizona,Arizona State,Other / Unclassified,2,14.0,7.0
Northern Arizona,Idaho,Holding,2,18.0,9.0
Northern Arizona,Idaho,Pass Interference,2,47.0,23.5
Northern Arizona,Idaho State,Holding,2,22.0,11.0
Northern Arizona,Montana State,Holding,2,5.0,2.5
Northern Arizona,Northern Colorado,Holding,2,55.0,27.5
Northern Arizona,UC Davis,False Start,2,10.0,5.0
Northern Arizona,Utah Tech,False Start,2,10.0,5.0
Northern Arizona,Utah Tech,Holding,2,10.0,5.0
Northern Arizona,Arizona State,Delay of Game,1,5.0,5.0
Northern Arizona,Arizona State,False Start,1,5.0,5.0
Northern Arizona,Arizona State,Holding,1,10.0,10.0
Northern Arizona,Arizona State,Personal Foul,1,8.0,8.0
Northern Arizona,Arizona State,Roughing the Passer,1,0.0,0.0
Northern Arizona,Idaho,Offside,1,5.0,5.0
Northern Arizona,Idaho State,Other / Unclassified,1,5.0,5.0
Northern Arizona,Idaho State,Pass Interference,1,15.0,15.0
Northern Arizona,Incarnate Word,Offside,1,5.0,5.0
Northern Arizona,Montana State,Face Mask,1,2.0,2.0
Northern Arizona,Montana State,Other / Unclassified,1,0.0,0.0
Northern Arizona,Montana State,Personal Foul,1,0.0,0.0
Northern Arizona,Northern Colorado,Delay of Game,1,5.0,5.0
Northern Arizona,Northern Colorado,Offside,1,5.0,5.0
Northern Arizona,Portland State,Holding,1,63.0,63.0
Northern Arizona,Portland State,Other / Unclassified,1,0.0,0.0
Northern Arizona,Portland State,Unsportsmanlike Conduct,1,15.0,15.0
Northern Arizona,UC Davis,Holding,1,10.0,10.0
Northern Arizona,UC Davis,Offside,1,5.0,5.0
Northern Arizona,UC Davis,Pass Interference,1,15.0,15.0
Northern Arizona,Utah Tech,Offside,1,0.0,0.0
Northern Colorado,Idaho State,Other / Unclassified,5,12.0,2.4
Northern Colorado,Idaho State,False Start,3,0.0,0.0
Northern Colorado,Colorado State,Offside,2,0.0,0.0
Northern Colorado,Colorado State,Pass Interference,2,25.0,12.5
Northern Colorado,Idaho,Face Mask,2,24.0,12.0
Northern Colorado,Montana State,Illegal Formation,2,6.0,3.0
Northern Colorado,Montana State,Pass Interference,2,21.0,10.5
Northern Colorado,Northern Arizona,Holding,2,20.0,10.0
Northern Colorado,Sacramento State,Offside,2,10.0,5.0
Northern Colorado,Sacramento State,Pass Interference,2,30.0,15.0
Northern Colorado,South Dakota,False Start,2,9.0,4.5
Northern Colorado,UC Davis,Pass Interference,2,8.0,4.0
Northern Colorado,Chadron St,False Start,1,5.0,5.0
Northern Colorado,Chadron St,Holding,1,2.0,2.0
Northern Colorado,Chadron St,Pass Interference,1,15.0,15.0
Northern Colorado,Chadron St,Personal Foul,1,15.0,15.0
Northern Colorado,Chadron St,Roughing the Passer,1,15.0,15.0
Northern Colorado,Colorado State,Delay of Game,1,5.0,5.0
Northern Colorado,Colorado State,Face Mask,1,0.0,0.0
Northern Colorado,Colorado State,False Start,1,5.0,5.0
Northern Colorado,Colorado State,Holding,1,0.0,0.0
Northern Colorado,Colorado State,Other / Unclassified,1,0.0,0.0
Northern Colorado,Colorado State,Roughing the Passer,1,15.0,15.0
Northern Colorado,Colorado State,Unsportsmanlike Conduct,1,15.0,15.0
Northern Colorado,Houston Christian,Holding,1,0.0,0.0
Northern Colorado,Houston Christian,Offside,1,5.0,5.0
Northern Colorado,Idaho,Illegal Formation,1,0.0,0.0
Northern Colorado,Idaho,Pass Interference,1,0.0,0.0
Northern Colorado,Idaho State,Holding,1,0.0,0.0
Northern Colorado,Idaho State,Pass Interference,1,0.0,0.0
Northern Colorado,Montana State,Offside,1,5.0,5.0
Northern Colorado,Northern Arizona,Personal Foul,1,9.0,9.0
Northern Colorado,Northern Arizona,Unsportsmanlike Conduct,1,3.0,3.0
Northern Colorado,Sacramento State,Holding,1,17.0,17.0
Northern Colorado,South Dakota,Delay of Game,1,5.0,5.0
Northern Colorado,South Dakota,Holding,1,10.0,10.0
Northern Colorado,South Dakota,Roughing the Passer,1,0.0,0.0
Northern Colorado,UC Davis,Holding,1,24.0,24.0
Northern Illinois,Holy Cross,False Start,3,15.0,5.0
Northern Illinois,Mississippi State,Holding,3,34.0,11.33
Northern Illinois,Ball State,Holding,2,54.0,27.0
Northern Illinois,Eastern Michigan,Holding,2,43.0,21.5
Northern Illinois,Holy Cross,Delay of Game,2,10.0,5.0
Northern Illinois,Maryland,False Start,2,10.0,5.0
Northern Illinois,Miami (OH),False Start,2,10.0,5.0
Northern Illinois,San Diego State,False Start,2,10.0,5.0
Northern Illinois,Toledo,Other / Unclassified,2,2.0,1.0
Northern Illinois,Toledo,Pass Interference,2,14.0,7.0
Northern Illinois,Toledo,Personal Foul,2,33.0,16.5
Northern Illinois,Ball State,Other / Unclassified,1,5.0,5.0
Northern Illinois,Eastern Michigan,Delay of Game,1,0.0,0.0
Northern Illinois,Holy Cross,Other / Unclassified,1,5.0,5.0
Northern Illinois,Maryland,Other / Unclassified,1,0.0,0.0
Northern Illinois,Massachusetts,Face Mask,1,6.0,6.0
Northern Illinois,Massachusetts,False Start,1,5.0,5.0
Northern Illinois,Massachusetts,Offside,1,13.0,13.0
Northern Illinois,Miami (OH),Delay of Game,1,5.0,5.0
Northern Illinois,Miami (OH),Holding,1,10.0,10.0
Northern Illinois,Miami (OH),Other / Unclassified,1,5.0,5.0
Northern Illinois,Miami (OH),Roughing the Passer,1,15.0,15.0
Northern Illinois,Mississippi State,Face Mask,1,15.0,15.0
Northern Illinois,Mississippi State,False Start,1,5.0,5.0
Northern Illinois,Mississippi State,Unsportsmanlike Conduct,1,0.0,0.0
Northern Illinois,Ohio,False Start,1,5.0,5.0
Northern Illinois,Ohio,Offside,1,5.0,5.0
Northern Illinois,San Diego State,Holding,1,0.0,0.0
Northern Illinois,San Diego State,Offside,1,5.0,5.0
Northern Illinois,San Diego State,Other / Unclassified,1,5.0,5.0
Northern Illinois,San Diego State,Personal Foul,1,16.0,16.0
Northern Illinois,Toledo,Delay of Game,1,5.0,5.0
Northern Illinois,Toledo,False Start,1,5.0,5.0
Northern Illinois,Toledo,Illegal Formation,1,41.0,41.0
Northern Iowa,Utah Tech,Holding,6,0.0,0.0
Northern Iowa,Wyoming,Holding,6,11.0,1.83
Northern Iowa,Wyoming,Other / Unclassified,5,15.0,3.0
Northern Iowa,Eastern Washington,False Start,3,15.0,5.0
Northern Iowa,Eastern Washington,Pass Interference,3,37.0,12.33
Northern Iowa,Murray State,Unsportsmanlike Conduct,3,82.0,27.33
Northern Iowa,South Dakota,Holding,3,39.0,13.0
Northern Iowa,South Dakota State,Pass Interference,3,45.0,15.0
Northern Iowa,Southern Illinois,Holding,3,17.0,5.67
Northern Iowa,Illinois State,Pass Interference,2,30.0,15.0
Northern Iowa,Murray State,False Start,2,10.0,5.0
Northern Iowa,Murray State,Personal Foul,2,61.0,30.5
Northern Iowa,North Dakota,Unsportsmanlike Conduct,2,0.0,0.0
Northern Iowa,South Dakota,Unsportsmanlike Conduct,2,45.0,22.5
Northern Iowa,Wyoming,False Start,2,10.0,5.0
Northern Iowa,Wyoming,Pass Interference,2,25.0,12.5
Northern Iowa,Butler,Other / Unclassified,1,9.0,9.0
Northern Iowa,Butler,Pass Interference,1,15.0,15.0
Northern Iowa,Eastern Washington,Delay of Game,1,5.0,5.0
Northern Iowa,Eastern Washington,Illegal Formation,1,12.0,12.0
Northern Iowa,Eastern Washington,Other / Unclassified,1,6.0,6.0
Northern Iowa,Illinois State,Personal Foul,1,2.0,2.0
Northern Iowa,Illinois State,Unsportsmanlike Conduct,1,15.0,15.0
Northern Iowa,Murray State,Delay of Game,1,5.0,5.0
Northern Iowa,Murray State,Holding,1,5.0,5.0
Northern Iowa,North Dakota,Pass Interference,1,15.0,15.0
Northern Iowa,South Dakota,Face Mask,1,7.0,7.0
Northern Iowa,South Dakota,Personal Foul,1,15.0,15.0
Northern Iowa,South Dakota,Targeting,1,15.0,15.0
Northern Iowa,South Dakota State,False Start,1,5.0,5.0
Northern Iowa,Southern Illinois,Face Mask,1,0.0,0.0
Northern Iowa,Southern Illinois,False Start,1,5.0,5.0
Northern Iowa,Southern Illinois,Other / Unclassified,1,50.0,50.0
Northern Iowa,Southern Illinois,Roughing the Passer,1,15.0,15.0
Northern Iowa,Utah Tech,Face Mask,1,16.0,16.0
Northern Iowa,Utah Tech,False Start,1,0.0,0.0
Northern Iowa,Utah Tech,Other / Unclassified,1,0.0,0.0
Northern Iowa,Utah Tech,Personal Foul,1,0.0,0.0
Northern Iowa,Utah Tech,Roughing,1,0.0,0.0
Northern Iowa,Wyoming,Illegal Formation,1,54.0,54.0
Northern Iowa,Wyoming,Illegal Motion,1,6.0,6.0
Northern Iowa,Wyoming,Offside,1,5.0,5.0
Northern Iowa,Wyoming,Personal Foul,1,0.0,0.0
Northern Michigan,St. Thomas (MN),Holding,2,0.0,0.0
Northern Michigan,St. Thomas (MN),Delay of Game,1,5.0,5.0
Northern Michigan,St. Thomas (MN),Offside,1,5.0,5.0
Northern Michigan,St. Thomas (MN),Other / Unclassified,1,14.0,14.0
Northwestern,Purdue,Other / Unclassified,3,5.0,1.67
Northwestern,Purdue,Pass Interference,3,45.0,15.0
Northwestern,Nebraska,Offside,2,10.0,5.0
Northwestern,Penn State,Face Mask,2,24.0,12.0
Northwestern,Tulane,False Start,2,5.0,2.5
Northwestern,Tulane,Holding,2,27.0,13.5
Northwestern,Western Illinois,Other / Unclassified,2,0.0,0.0
Northwestern,Nebraska,Face Mask,1,17.0,17.0
Northwestern,Nebraska,False Start,1,5.0,5.0
Northwestern,Nebraska,Holding,1,2.0,2.0
Northwestern,Nebraska,Other / Unclassified,1,15.0,15.0
Northwestern,Nebraska,Pass Interference,1,15.0,15.0
Northwestern,Oregon,False Start,1,5.0,5.0
Northwestern,Oregon,Illegal Formation,1,1.0,1.0
Northwestern,Penn State,Delay of Game,1,0.0,0.0
Northwestern,Penn State,Illegal Formation,1,0.0,0.0
Northwestern,Penn State,Other / Unclassified,1,0.0,0.0
Northwestern,Penn State,Personal Foul,1,0.0,0.0
Northwestern,Penn State,Roughing,1,0.0,0.0
Northwestern,Penn State,Unsportsmanlike Conduct,1,0.0,0.0
Northwestern,Purdue,False Start,1,5.0,5.0
Northwestern,Purdue,Holding,1,10.0,10.0
Northwestern,Tulane,Other / Unclassified,1,0.0,0.0
Northwestern,Tulane,Pass Interference,1,15.0,15.0
Northwestern,UCLA,False Start,1,0.0,0.0
Northwestern,UCLA,Pass Interference,1,15.0,15.0
Northwestern,UCLA,Personal Foul,1,15.0,15.0
Northwestern,UL Monroe,Delay of Game,1,5.0,5.0
Northwestern,UL Monroe,Face Mask,1,12.0,12.0
Northwestern,UL Monroe,Holding,1,0.0,0.0
Northwestern,UL Monroe,Illegal Formation,1,5.0,5.0
Northwestern,UL Monroe,Other / Unclassified,1,5.0,5.0
Northwestern,UL Monroe,Pass Interference,1,0.0,0.0
Northwestern,UL Monroe,Unsportsmanlike Conduct,1,15.0,15.0
Northwestern,USC,Pass Interference,1,15.0,15.0
Northwestern,Western Illinois,Holding,1,0.0,0.0
Northwestern,Western Illinois,Offside,1,0.0,0.0
Northwestern,Western Illinois,Unsportsmanlike Conduct,1,3.0,3.0
Northwestern State,East Texas A&M,Pass Interference,3,37.0,12.33
Northwestern State,Houston Christian,Personal Foul,3,4.0,1.33
Northwestern State,McNeese,False Start,3,15.0,5.0
Northwestern State,SE Louisiana,Other / Unclassified,3,0.0,0.0
Northwestern State,Cincinnati,Face Mask,2,30.0,15.0
Northwestern State,East Texas A&M,False Start,2,10.0,5.0
Northwestern State,East Texas A&M,Unsportsmanlike Conduct,2,56.0,28.0
Northwestern State,Incarnate Word,Unsportsmanlike Conduct,2,30.0,15.0
Northwestern State,Alcorn State,Delay of Game,1,5.0,5.0
Northwestern State,Alcorn State,False Start,1,5.0,5.0
Northwestern State,Alcorn State,Other / Unclassified,1,7.0,7.0
Northwestern State,Alcorn State,Unsportsmanlike Conduct,1,2.0,2.0
Northwestern State,Cincinnati,False Start,1,5.0,5.0
Northwestern State,Cincinnati,Pass Interference,1,0.0,0.0
Northwestern State,East Texas A&M,Delay of Game,1,5.0,5.0
Northwestern State,East Texas A&M,Other / Unclassified,1,13.0,13.0
Northwestern State,Houston Christian,Face Mask,1,15.0,15.0
Northwestern State,Houston Christian,False Start,1,0.0,0.0
Northwestern State,Houston Christian,Holding,1,10.0,10.0
Northwestern State,Houston Christian,Other / Unclassified,1,8.0,8.0
Northwestern State,Incarnate Word,Holding,1,50.0,50.0
Northwestern State,Incarnate Word,Offside,1,40.0,40.0
Northwestern State,Incarnate Word,Personal Foul,1,4.0,4.0
Northwestern State,Lamar,Holding,1,41.0,41.0
Northwestern State,Lamar,Illegal Formation,1,5.0,5.0
Northwestern State,Lamar,Other / Unclassified,1,23.0,23.0
Northwestern State,Lamar,Personal Foul,1,18.0,18.0
Northwestern State,Prairie View A&M,False Start,1,5.0,5.0
Northwestern State,Prairie View A&M,Offside,1,0.0,0.0
Northwestern State,Prairie View A&M,Targeting,1,0.0,0.0
Northwestern State,SE Louisiana,False Start,1,5.0,5.0
Notre Dame,Arkansas,Other / Unclassified,3,14.0,4.67
Notre Dame,Miami,Other / Unclassified,3,18.0,6.0
Notre Dame,NC State,False Start,3,15.0,5.0
Notre Dame,NC State,Pass Interference,3,45.0,15.0
Notre Dame,Arkansas,Pass Interference,2,37.0,18.5
Notre Dame,Boise State,False Start,2,10.0,5.0
Notre Dame,Boise State,Holding,2,14.0,7.0
Notre Dame,Boston College,Roughing the Passer,2,31.0,15.5
Notre Dame,Navy,Pass Interference,2,30.0,15.0
Notre Dame,Texas A&M,Holding,2,10.0,5.0
Notre Dame,Texas A&M,Other / Unclassified,2,22.0,11.0
Notre Dame,Arkansas,Delay of Game,1,5.0,5.0
Notre Dame,Arkansas,Offside,1,5.0,5.0
Notre Dame,Boise State,Face Mask,1,8.0,8.0
Notre Dame,Boise State,Pass Interference,1,21.0,21.0
Notre Dame,Boise State,Personal Foul,1,15.0,15.0
Notre Dame,Boston College,False Start,1,5.0,5.0
Notre Dame,Boston College,Holding,1,20.0,20.0
Notre Dame,Boston College,Offside,1,9.0,9.0
Notre Dame,Boston College,Pass Interference,1,15.0,15.0
Notre Dame,Miami,False Start,1,5.0,5.0
Notre Dame,Miami,Holding,1,10.0,10.0
Notre Dame,Miami,Pass Interference,1,11.0,11.0
Notre Dame,Miami,Personal Foul,1,0.0,0.0
Notre Dame,NC State,Holding,1,17.0,17.0
Notre Dame,Navy,Roughing the Passer,1,12.0,12.0
Notre Dame,Purdue,False Start,1,5.0,5.0
Notre Dame,Purdue,Holding,1,9.0,9.0
Notre Dame,Texas A&M,False Start,1,0.0,0.0
Notre Dame,USC,Personal Foul,1,15.0,15.0
Ohio,Rutgers,False Start,5,5.0,1.0
Ohio,Eastern Michigan,Other / Unclassified,4,61.0,15.25
Ohio,West Virginia,Delay of Game,4,20.0,5.0
Ohio,West Virginia,Holding,4,30.0,7.5
Ohio,Northern Illinois,Holding,3,52.0,17.33
Ohio,Northern Illinois,Offside,3,0.0,0.0
Ohio,Bowling Green,Holding,2,10.0,5.0
Ohio,Bowling Green,Other / Unclassified,2,10.0,5.0
Ohio,Eastern Michigan,Holding,2,13.0,6.5
Ohio,Gardner-Webb,Personal Foul,2,8.0,4.0
Ohio,Northern Illinois,False Start,2,10.0,5.0
Ohio,Ohio State,False Start,2,10.0,5.0
Ohio,Rutgers,Face Mask,2,30.0,15.0
Ohio,West Virginia,False Start,2,10.0,5.0
Ohio,West Virginia,Pass Interference,2,30.0,15.0
Ohio,Ball State,Face Mask,1,15.0,15.0
Ohio,Ball State,Holding,1,16.0,16.0
Ohio,Ball State,Other / Unclassified,1,0.0,0.0
Ohio,Ball State,Personal Foul,1,0.0,0.0
Ohio,Bowling Green,False Start,1,5.0,5.0
Ohio,Eastern Michigan,False Start,1,5.0,5.0
Ohio,Eastern Michigan,Pass Interference,1,14.0,14.0
Ohio,Eastern Michigan,Personal Foul,1,2.0,2.0
Ohio,Eastern Michigan,Targeting,1,5.0,5.0
Ohio,Eastern Michigan,Unsportsmanlike Conduct,1,64.0,64.0
Ohio,Gardner-Webb,False Start,1,5.0,5.0
Ohio,Gardner-Webb,Unsportsmanlike Conduct,1,0.0,0.0
Ohio,Miami (OH),Face Mask,1,10.0,10.0
Ohio,Miami (OH),False Start,1,5.0,5.0
Ohio,Miami (OH),Holding,1,6.0,6.0
Ohio,Northern Illinois,Illegal Formation,1,0.0,0.0
Ohio,Northern Illinois,Pass Interference,1,15.0,15.0
Ohio,Ohio State,Delay of Game,1,5.0,5.0
Ohio,Ohio State,Holding,1,10.0,10.0
Ohio,Ohio State,Other / Unclassified,1,0.0,0.0
Ohio,Rutgers,Delay of Game,1,5.0,5.0
Ohio,West Virginia,Other / Unclassified,1,0.0,0.0
Ohio,West Virginia,Roughing the Passer,1,15.0,15.0
Ohio,Western Michigan,Delay of Game,1,5.0,5.0
Ohio,Western Michigan,False Start,1,5.0,5.0
Ohio,Western Michigan,Holding,1,5.0,5.0
Ohio,Western Michigan,Offside,1,5.0,5.0
Ohio State,Illinois,Offside,3,0.0,0.0
Ohio State,Texas,Holding,3,13.0,4.33
Ohio State,Wisconsin,False Start,3,15.0,5.0
Ohio State,Illinois,Delay of Game,2,10.0,5.0
Ohio State,Minnesota,False Start,2,10.0,5.0
Ohio State,Grambling,Face Mask,1,15.0,15.0
Ohio State,Grambling,Illegal Formation,1,8.0,8.0
Ohio State,Grambling,Offside,1,5.0,5.0
Ohio State,Illinois,Other / Unclassified,1,0.0,0.0
Ohio State,Illinois,Unsportsmanlike Conduct,1,0.0,0.0
Ohio State,Minnesota,Holding,1,7.0,7.0
Ohio State,Ohio,Delay of Game,1,5.0,5.0
Ohio State,Ohio,False Start,1,5.0,5.0
Ohio State,Ohio,Other / Unclassified,1,15.0,15.0
Ohio State,Ohio,Personal Foul,1,0.0,0.0
Ohio State,Ohio,Unsportsmanlike Conduct,1,0.0,0.0
Ohio State,Penn State,Other / Unclassified,1,43.0,43.0
Ohio State,Penn State,Pass Interference,1,15.0,15.0
Ohio State,Penn State,Roughing the Passer,1,15.0,15.0
Ohio State,Purdue,False Start,1,5.0,5.0
Ohio State,Purdue,Holding,1,0.0,0.0
Ohio State,Purdue,Other / Unclassified,1,70.0,70.0
Ohio State,Purdue,Pass Interference,1,8.0,8.0
Ohio State,Texas,Face Mask,1,15.0,15.0
Ohio State,Texas,Illegal Formation,1,5.0,5.0
Ohio State,Washington,False Start,1,5.0,5.0
Ohio State,Washington,Holding,1,10.0,10.0
Ohio State,Washington,Personal Foul,1,15.0,15.0
Ohio State,Washington,Roughing the Passer,1,15.0,15.0
Oklahoma,Tennessee,False Start,3,15.0,5.0
Oklahoma,Tennessee,Holding,3,16.0,5.33
Oklahoma,Auburn,Holding,2,0.0,0.0
Oklahoma,Auburn,Other / Unclassified,2,15.0,7.5
Oklahoma,Illinois State,False Start,2,10.0,5.0
Oklahoma,Illinois State,Holding,2,10.0,5.0
Oklahoma,Ole Miss,Other / Unclassified,2,10.0,5.0
Oklahoma,South Carolina,Holding,2,14.0,7.0
Oklahoma,Temple,Holding,2,10.0,5.0
Oklahoma,Texas,False Start,2,0.0,0.0
Oklahoma,Texas,Holding,2,10.0,5.0
Oklahoma,Auburn,Delay of Game,1,5.0,5.0
Oklahoma,Auburn,False Start,1,0.0,0.0
Oklahoma,Auburn,Pass Interference,1,0.0,0.0
Oklahoma,Illinois State,Illegal Formation,1,2.0,2.0
Oklahoma,Illinois State,Offside,1,0.0,0.0
Oklahoma,Illinois State,Pass Interference,1,0.0,0.0
Oklahoma,Kent State,Other / Unclassified,1,0.0,0.0
Oklahoma,Kent State,Pass Interference,1,8.0,8.0
Oklahoma,Kent State,Personal Foul,1,15.0,15.0
Oklahoma,Michigan,Face Mask,1,9.0,9.0
Oklahoma,Michigan,False Start,1,0.0,0.0
Oklahoma,Michigan,Personal Foul,1,15.0,15.0
Oklahoma,Ole Miss,Face Mask,1,15.0,15.0
Oklahoma,Ole Miss,Holding,1,10.0,10.0
Oklahoma,Ole Miss,Illegal Formation,1,5.0,5.0
Oklahoma,Ole Miss,Pass Interference,1,15.0,15.0
Oklahoma,South Carolina,Delay of Game,1,5.0,5.0
Oklahoma,South Carolina,False Start,1,5.0,5.0
Oklahoma,South Carolina,Other / Unclassified,1,0.0,0.0
Oklahoma,South Carolina,Pass Interference,1,10.0,10.0
Oklahoma,South Carolina,Roughing the Passer,1,0.0,0.0
Oklahoma,Temple,False Start,1,5.0,5.0
Oklahoma,Temple,Pass Interference,1,15.0,15.0
Oklahoma,Tennessee,Delay of Game,1,5.0,5.0
Oklahoma,Tennessee,Illegal Formation,1,3.0,3.0
Oklahoma,Tennessee,Personal Foul,1,3.0,3.0
Oklahoma,Texas,Personal Foul,1,0.0,0.0
Oklahoma State,Oregon,False Start,5,25.0,5.0
Oklahoma State,Cincinnati,Other / Unclassified,4,5.0,1.25
Oklahoma State,Baylor,Holding,3,0.0,0.0
Oklahoma State,Cincinnati,False Start,2,0.0,0.0
Oklahoma State,Cincinnati,Holding,2,0.0,0.0
Oklahoma State,Cincinnati,Pass Interference,2,0.0,0.0
Oklahoma State,Houston,Delay of Game,2,10.0,5.0
Oklahoma State,Houston,Pass Interference,2,0.0,0.0
Oklahoma State,Kansas,Targeting,2,22.0,11.0
Oklahoma State,Oregon,Other / Unclassified,2,11.0,5.5
Oklahoma State,UT Martin,Holding,2,0.0,0.0
Oklahoma State,Arizona,Face Mask,1,2.0,2.0
Oklahoma State,Arizona,Personal Foul,1,15.0,15.0
Oklahoma State,Baylor,False Start,1,0.0,0.0
Oklahoma State,Baylor,Pass Interference,1,0.0,0.0
Oklahoma State,Houston,False Start,1,0.0,0.0
Oklahoma State,Houston,Holding,1,0.0,0.0
Oklahoma State,Houston,Other / Unclassified,1,7.0,7.0
Oklahoma State,Houston,Personal Foul,1,0.0,0.0
Oklahoma State,Kansas,Face Mask,1,3.0,3.0
Oklahoma State,Kansas,Offside,1,45.0,45.0
Oklahoma State,Kansas,Other / Unclassified,1,16.0,16.0
Oklahoma State,Kansas,Pass Interference,1,29.0,29.0
Oklahoma State,Texas Tech,Illegal Formation,1,2.0,2.0
Oklahoma State,Tulsa,Delay of Game,1,5.0,5.0
Oklahoma State,Tulsa,Holding,1,0.0,0.0
Oklahoma State,Tulsa,Other / Unclassified,1,0.0,0.0
Oklahoma State,Tulsa,Pass Interference,1,0.0,0.0
Oklahoma State,Tulsa,Roughing,1,0.0,0.0
Oklahoma State,UT Martin,False Start,1,0.0,0.0
Oklahoma State,UT Martin,Other / Unclassified,1,0.0,0.0
Oklahoma State,UT Martin,Pass Interference,1,0.0,0.0
Old Dominion,Virginia Tech,Other / Unclassified,6,53.0,8.83
Old Dominion,App State,Holding,3,47.0,15.67
Old Dominion,Indiana,False Start,2,10.0,5.0
Old Dominion,Indiana,Other / Unclassified,2,22.0,11.0
Old Dominion,James Madison,Holding,2,10.0,5.0
Old Dominion,Liberty,Other / Unclassified,2,5.0,2.5
Old Dominion,Marshall,False Start,2,0.0,0.0
Old Dominion,Marshall,Other / Unclassified,2,0.0,0.0
Old Dominion,North Carolina Central,Offside,2,5.0,2.5
Old Dominion,UL Monroe,Other / Unclassified,2,73.0,36.5
Old Dominion,UL Monroe,Pass Interference,2,18.0,9.0
Old Dominion,Virginia Tech,Face Mask,2,21.0,10.5
Old Dominion,Virginia Tech,Holding,2,11.0,5.5
Old Dominion,App State,Face Mask,1,15.0,15.0
Old Dominion,App State,False Start,1,5.0,5.0
Old Dominion,App State,Offside,1,4.0,4.0
Old Dominion,App State,Pass Interference,1,15.0,15.0
Old Dominion,App State,Targeting,1,15.0,15.0
Old Dominion,Coastal Carolina,Holding,1,10.0,10.0
Old Dominion,Coastal Carolina,Illegal Formation,1,27.0,27.0
Old Dominion,Coastal Carolina,Offside,1,0.0,0.0
Old Dominion,Indiana,Illegal Formation,1,5.0,5.0
Old Dominion,Indiana,Personal Foul,1,15.0,15.0
Old Dominion,James Madison,False Start,1,5.0,5.0
Old Dominion,James Madison,Offside,1,5.0,5.0
Old Dominion,James Madison,Pass Interference,1,15.0,15.0
Old Dominion,Liberty,Holding,1,0.0,0.0
Old Dominion,Liberty,Offside,1,2.0,2.0
Old Dominion,Liberty,Pass Interference,1,13.0,13.0
Old Dominion,Liberty,Personal Foul,1,11.0,11.0
Old Dominion,Liberty,Targeting,1,15.0,15.0
Old Dominion,Marshall,Pass Interference,1,0.0,0.0
Old Dominion,North Carolina Central,Holding,1,0.0,0.0
Old Dominion,North Carolina Central,Other / Unclassified,1,15.0,15.0
Old Dominion,North Carolina Central,Pass Interference,1,15.0,15.0
Old Dominion,North Carolina Central,Personal Foul,1,15.0,15.0
Old Dominion,North Carolina Central,Unsportsmanlike Conduct,1,0.0,0.0
Old Dominion,UL Monroe,Delay of Game,1,5.0,5.0
Old Dominion,UL Monroe,False Start,1,5.0,5.0
Old Dominion,UL Monroe,Holding,1,5.0,5.0
Old Dominion,UL Monroe,Offside,1,5.0,5.0
Old Dominion,Virginia Tech,Unsportsmanlike Conduct,1,0.0,0.0
